uCR uF c size_gen it cost
0.1 0.1 0.9 100 11 52.2933302499252
0.1 0.1 0.9 100 12 54.92959446174246
0.1 0.1 0.9 100 13 54.37873672391522
0.1 0.1 0.9 100 14 0.01041109272435392
0.1 0.1 0.9 200 0 27.550939230863577
0.1 0.1 0.9 200 1 19.33136562368668
0.1 0.1 0.9 200 2 25.35187180565825
0.1 0.1 0.9 200 3 29.03005600425255
0.1 0.1 0.9 200 4 18.426248243344666
0.1 0.1 0.9 200 5 11.672716972245196
0.1 0.1 0.9 200 6 17.440432542048534
0.1 0.1 0.9 200 7 22.901715898160326
0.1 0.1 0.9 200 8 21.258711497891397
0.1 0.1 0.9 200 9 30.55636606240997
0.1 0.1 0.9 200 10 28.739564843385814
0.1 0.1 0.9 200 11 31.217429346526735
0.1 0.1 0.9 200 12 28.009499412430518
0.1 0.1 0.9 200 13 29.66769461422443
0.1 0.1 0.9 200 14 23.629995363002543
0.1 0.3 0.1 100 0 6.524234572680143e-05
0.1 0.3 0.1 100 1 4.041023693446277e-08
0.1 0.3 0.1 100 2 6.371015473760622e-05
0.1 0.3 0.1 100 3 0.001412631934353925
0.1 0.3 0.1 100 4 41.215281602794306
0.1 0.3 0.1 100 5 35.33804053483581
0.1 0.3 0.1 100 6 36.40343284175319
0.1 0.3 0.1 100 7 0.002313684406537675
0.1 0.3 0.1 100 8 44.45210858029097
0.1 0.3 0.1 100 9 9.527947284482252e-07
0.1 0.3 0.1 100 10 0.001995389431487027
0.1 0.3 0.1 100 11 31.779833826395127
0.1 0.3 0.1 100 12 0.00395946963337046
0.1 0.3 0.1 100 13 2.028857852668562
0.1 0.3 0.1 100 14 0.0013817127851734057
0.1 0.3 0.1 200 0 15.089875576079745
0.1 0.3 0.1 200 1 20.58792275582518
0.1 0.3 0.1 200 2 23.22843862365994
0.1 0.3 0.1 200 3 22.023369992483474
0.1 0.3 0.1 200 4 18.916969537191825
0.1 0.3 0.1 200 5 14.220043485186457
0.1 0.3 0.1 200 6 15.82779419359809
0.1 0.3 0.1 200 7 18.15899843188685
0.1 0.3 0.1 200 8 19.062367528370714
0.1 0.3 0.1 200 9 14.092283150518783
0.1 0.3 0.1 200 10 18.024764527855357
0.1 0.3 0.1 200 11 17.951391844458666
0.1 0.3 0.1 200 12 24.427837754993696
0.1 0.3 0.1 200 13 15.471647639644397
0.1 0.3 0.1 200 14 14.926480999509112
0.1 0.3 0.3 100 0 58.8936335302961
0.1 0.3 0.3 100 1 1.0204681744928248
0.1 0.3 0.3 100 2 28.39287097465803
0.1 0.3 0.3 100 3 69.42577660139962
0.1 0.3 0.3 100 4 21.176031179194048
0.1 0.3 0.3 100 5 27.627046452724347
0.1 0.3 0.3 100 6 28.018968195514056
0.1 0.3 0.3 100 7 52.54265520946177
0.1 0.3 0.3 100 8 35.02207061887846
0.1 0.3 0.3 100 9 60.036563118327834
0.1 0.3 0.3 100 10 55.82822722779528
0.1 0.3 0.3 100 11 14.276918880812127
0.1 0.3 0.3 100 12 22.682004353287113
0.1 0.3 0.3 100 13 24.2584291240231
0.1 0.3 0.3 100 14 0.2978856699450336
0.1 0.3 0.3 200 0 24.984341916133808
0.1 0.3 0.3 200 1 21.68074837985005
0.1 0.3 0.3 200 2 23.709183330874993
0.1 0.3 0.3 200 3 21.291141345983327
0.1 0.3 0.3 200 4 20.147694362311725
0.1 0.3 0.3 200 5 21.820581248009773
0.1 0.3 0.3 200 6 18.44966188494767
0.1 0.3 0.3 200 7 19.79952775469603
0.1 0.3 0.3 200 8 19.31453962879028
0.1 0.3 0.3 200 9 20.19377320537255
0.1 0.3 0.3 200 10 18.33561062487601
0.1 0.3 0.3 200 11 15.406185471880105
0.1 0.3 0.3 200 12 19.15855495621112
0.1 0.3 0.3 200 13 19.981655322675437
0.1 0.3 0.3 200 14 22.98033656984345
0.1 0.3 0.5 100 0 0.0006767669043554747
0.1 0.3 0.5 100 1 32.55925122819151
0.1 0.3 0.5 100 2 56.16295282324782
0.1 0.3 0.5 100 3 69.48136410647474
0.1 0.3 0.5 100 4 20.10402140564758
0.1 0.3 0.5 100 5 1.1495910987707862
0.1 0.3 0.5 100 6 27.964722659249915
0.1 0.3 0.5 100 7 28.62652845113739
0.1 0.3 0.5 100 8 35.8650393222204
0.1 0.3 0.5 100 9 34.10847333107114
0.1 0.3 0.5 100 10 72.58582019690692
0.1 0.3 0.5 100 11 44.09535821427016
0.1 0.3 0.5 100 12 0.00821298981774099
0.1 0.3 0.5 100 13 51.232588581974014
0.1 0.3 0.5 100 14 46.93624035683801
0.1 0.3 0.5 200 0 20.50610726091847
0.1 0.3 0.5 200 1 26.664493091885994
0.1 0.3 0.5 200 2 20.003605700349127
0.1 0.3 0.5 200 3 28.52075316804158
0.1 0.3 0.5 200 4 21.010983746167163
0.1 0.3 0.5 200 5 20.317854972965446
0.1 0.3 0.5 200 6 21.288484821811934
0.1 0.3 0.5 200 7 24.966293750340512
0.1 0.3 0.5 200 8 18.466658322692187
0.1 0.3 0.5 200 9 25.818976071080996
0.1 0.3 0.5 200 10 20.33579286031359
0.1 0.3 0.5 200 11 22.264189370946784
0.1 0.3 0.5 200 12 22.077419428187476
0.1 0.3 0.5 200 13 15.270722156134537
0.1 0.3 0.5 200 14 23.320639883992833
0.1 0.3 0.7 100 0 69.02135467116176
0.1 0.3 0.7 100 1 60.120536206248005
0.1 0.3 0.7 100 2 84.6235474684084
0.1 0.3 0.7 100 3 56.51822418959521
0.1 0.3 0.7 100 4 54.01404071248311
0.1 0.3 0.7 100 5 39.939890631035226
0.1 0.3 0.7 100 6 59.67558780346829
0.1 0.3 0.7 100 7 24.397776135164854
0.1 0.3 0.7 100 8 61.46871784349144
0.1 0.3 0.7 100 9 113.74344055647978
0.1 0.3 0.7 100 10 0.012903326306188845
0.1 0.3 0.7 100 11 60.276951327788936
0.1 0.3 0.7 100 12 82.44912302309436
0.1 0.3 0.7 100 13 24.291952592390885
0.1 0.3 0.7 100 14 32.16082425464248
0.1 0.3 0.7 200 0 21.932039211122046
0.1 0.3 0.7 200 1 21.774212725818042
0.1 0.3 0.7 200 2 22.345989752078015
0.1 0.3 0.7 200 3 18.091719770780582
0.1 0.3 0.7 200 4 18.1815969964886
0.1 0.3 0.7 200 5 16.088473798551483
0.1 0.3 0.7 200 6 20.74130806598773
0.1 0.3 0.7 200 7 18.489343866092163
0.1 0.3 0.7 200 8 26.950669414239144
0.1 0.3 0.7 200 9 20.167024812684083
0.1 0.3 0.7 200 10 19.464087852286077
0.1 0.3 0.7 200 11 24.853720803256206
0.1 0.3 0.7 200 12 27.047870523922988
0.1 0.3 0.7 200 13 27.98193101583507
0.1 0.3 0.7 200 14 25.12905293441011
0.1 0.3 0.9 100 0 75.47150251172395
0.1 0.3 0.9 100 1 81.69769073740378
0.1 0.3 0.9 100 2 36.86084570584314
0.1 0.3 0.9 100 3 63.59257299278018
0.1 0.3 0.9 100 4 55.43156534710584
0.1 0.3 0.9 100 5 64.19004267577589
0.1 0.3 0.9 100 6 49.185589340031484
0.1 0.3 0.9 100 7 45.322853653987224
0.1 0.3 0.9 100 8 70.8337612140444
0.1 0.3 0.9 100 9 82.74426017711843
0.1 0.3 0.9 100 10 60.488600113120896
0.1 0.3 0.9 100 11 44.00970384304226
0.1 0.3 0.9 100 12 61.26678626380887
0.1 0.3 0.9 100 13 13.283754416302525
0.1 0.3 0.9 100 14 0.01048617423418996
0.1 0.3 0.9 200 0 34.21146892651249
0.1 0.3 0.9 200 1 22.79148468760682
0.1 0.3 0.9 200 2 29.53914797163739
0.1 0.3 0.9 200 3 23.115946158905558
0.1 0.3 0.9 200 4 21.284685044011106
0.1 0.3 0.9 200 5 25.560874687684702
0.1 0.3 0.9 200 6 24.519569742378245
0.1 0.3 0.9 200 7 20.6549346264599
0.1 0.3 0.9 200 8 22.06873900975778
0.1 0.3 0.9 200 9 31.572332958128268
0.1 0.3 0.9 200 10 27.645567851070037
0.1 0.3 0.9 200 11 20.66118667349521
0.1 0.3 0.9 200 12 22.42587359316182
0.1 0.3 0.9 200 13 14.973378195473158
0.1 0.3 0.9 200 14 32.45031438257333
0.1 0.5 0.1 100 0 24.488190930981037
0.1 0.5 0.1 100 1 60.06444724963295
0.1 0.5 0.1 100 2 60.81607491529695
0.1 0.5 0.1 100 3 61.30989321284439
0.1 0.5 0.1 100 4 0.0021238617487018274
0.1 0.5 0.1 100 5 36.62557159221501
0.1 0.5 0.1 100 6 1.251155134405284
0.1 0.5 0.1 100 7 49.72095531923055
0.1 0.5 0.1 100 8 0.00026580066588621776
0.1 0.5 0.1 100 9 1.0002231391380327
0.1 0.5 0.1 100 10 97.31593722507827
0.1 0.5 0.1 100 11 44.56926780947565
0.1 0.5 0.1 100 12 34.60781813955345
0.1 0.5 0.1 100 13 0.0008881142355399163
0.1 0.5 0.1 100 14 36.715410316387064
0.1 0.5 0.1 200 0 24.449770154384343
0.1 0.5 0.1 200 1 19.287441206400082
0.1 0.5 0.1 200 2 20.47535896127857
0.1 0.5 0.1 200 3 17.47397842267496
0.1 0.5 0.1 200 4 20.958098469131155
0.1 0.5 0.1 200 5 13.423643906338963
0.1 0.5 0.1 200 6 23.099548905305642
0.1 0.5 0.1 200 7 17.677609828733353
0.1 0.5 0.1 200 8 21.775204649263685
0.1 0.5 0.1 200 9 15.096773081455517
0.1 0.5 0.1 200 10 19.891667864819734
0.1 0.5 0.1 200 11 18.917799990395153
0.1 0.5 0.1 200 12 17.147648301785274
0.1 0.5 0.1 200 13 20.55964463661291
0.1 0.5 0.1 200 14 12.149477604368697
0.1 0.5 0.3 100 0 34.30436156863185
0.1 0.5 0.3 100 1 0.00033551995128355827
0.1 0.5 0.3 100 2 1.1511027542542944
0.1 0.5 0.3 100 3 34.04984188944616
0.1 0.5 0.3 100 4 56.90707533042375
0.1 0.5 0.3 100 5 35.15953179193051
0.1 0.5 0.3 100 6 40.297866820303696
0.1 0.5 0.3 100 7 34.804628134462476
0.1 0.5 0.3 100 8 47.22584512927746
0.1 0.5 0.3 100 9 40.85894702193259
0.1 0.5 0.3 100 10 34.29222296267215
0.1 0.5 0.3 100 11 0.00466556144174568
0.1 0.5 0.3 100 12 46.023125582017094
0.1 0.5 0.3 100 13 38.72396173997955
0.1 0.5 0.3 100 14 67.46636777848153
0.1 0.5 0.3 200 0 20.447938528603082
0.1 0.5 0.3 200 1 19.153020521254184
0.1 0.5 0.3 200 2 18.930310954682326
0.1 0.5 0.3 200 3 27.860619902220016
0.1 0.5 0.3 200 4 17.07837699947126
0.1 0.5 0.3 200 5 24.667177417947492
0.1 0.5 0.3 200 6 16.139675441419755
0.1 0.5 0.3 200 7 23.29729126759098
0.1 0.5 0.3 200 8 22.60026009448694
0.1 0.5 0.3 200 9 25.560844364194956
0.1 0.5 0.3 200 10 37.16462425733588
0.1 0.5 0.3 200 11 18.408567235674496
0.1 0.5 0.3 200 12 17.3607676654852
0.1 0.5 0.3 200 13 13.567176168436932
0.1 0.5 0.3 200 14 18.796696687019207
0.1 0.5 0.5 100 0 33.626942601261476
0.1 0.5 0.5 100 1 19.37883399492481
0.1 0.5 0.5 100 2 49.075486047238
0.1 0.5 0.5 100 3 0.0067511613119854985
0.1 0.5 0.5 100 4 79.38614486360967
0.1 0.5 0.5 100 5 36.26046040117562
0.1 0.5 0.5 100 6 62.729566836359
0.1 0.5 0.5 100 7 1.1292717847433345
0.1 0.5 0.5 100 8 42.696288762234914
0.1 0.5 0.5 100 9 41.0150403696499
0.1 0.5 0.5 100 10 19.864004929689006
0.1 0.5 0.5 100 11 42.25978802993706
0.1 0.5 0.5 100 12 19.941652825318393
0.1 0.5 0.5 100 13 23.698840506807514
0.1 0.5 0.5 100 14 18.28358118816284
0.1 0.5 0.5 200 0 15.9028974468826
0.1 0.5 0.5 200 1 23.0187609828953
0.1 0.5 0.5 200 2 17.24481944100721
0.1 0.5 0.5 200 3 24.133700533587067
0.1 0.5 0.5 200 4 16.273937142696006
0.1 0.5 0.5 200 5 23.981494843026187
0.1 0.5 0.5 200 6 24.261810877952826
0.1 0.5 0.5 200 7 22.81536941041485
0.1 0.5 0.5 200 8 31.851720484234143
0.1 0.5 0.5 200 9 18.006740704372618
0.1 0.5 0.5 200 10 20.213632401645825
0.1 0.5 0.5 200 11 21.49722498139281
0.1 0.5 0.5 200 12 21.76289576383781
0.1 0.5 0.5 200 13 30.92116391220278
0.1 0.5 0.5 200 14 20.05753949026152
0.1 0.5 0.7 100 0 20.614085027172976
0.1 0.5 0.7 100 1 101.88302173366198
0.1 0.5 0.7 100 2 29.75528878334719
0.1 0.5 0.7 100 3 67.06005090040624
0.1 0.5 0.7 100 4 48.69838312856308
0.1 0.5 0.7 100 5 31.9503274416587
0.1 0.5 0.7 100 6 53.24110117415209
0.1 0.5 0.7 100 7 33.33660810536083
0.1 0.5 0.7 100 8 36.41955518850123
0.1 0.5 0.7 100 9 70.32889395263807
0.1 0.5 0.7 100 10 48.95374527665504
0.1 0.5 0.7 100 11 42.27822947128776
0.1 0.5 0.7 100 12 66.82287922986754
0.1 0.5 0.7 100 13 38.56667152518011
0.1 0.5 0.7 100 14 1.044112809836589
0.1 0.5 0.7 200 0 24.46148023252107
0.1 0.5 0.7 200 1 23.83774849799187
0.1 0.5 0.7 200 2 16.677020191225623
0.1 0.5 0.7 200 3 26.83281680000298
0.1 0.5 0.7 200 4 26.35102386100152
0.1 0.5 0.7 200 5 25.29919611459878
0.1 0.5 0.7 200 6 30.411452340803187
0.1 0.5 0.7 200 7 21.79399014234755
0.1 0.5 0.7 200 8 27.65029928815212
0.1 0.5 0.7 200 9 26.595832887994334
0.1 0.5 0.7 200 10 31.909601894758268
0.1 0.5 0.7 200 11 30.932170803854888
0.1 0.5 0.7 200 12 21.62188243551371
0.1 0.5 0.7 200 13 20.785085385419734
0.1 0.5 0.7 200 14 26.60801651486277
0.1 0.5 0.9 100 0 66.900505902736
0.1 0.5 0.9 100 1 43.47146973458068
0.1 0.5 0.9 100 2 36.29055070258151
0.1 0.5 0.9 100 3 3.4122294975347245e-05
0.1 0.5 0.9 100 4 23.234925886675075
0.1 0.5 0.9 100 5 31.647662965213947
0.1 0.5 0.9 100 6 21.927120046370938
0.1 0.5 0.9 100 7 49.1055184376035
0.1 0.5 0.9 100 8 0.006523459468649406
0.1 0.5 0.9 100 9 52.23873026207355
0.1 0.5 0.9 100 10 75.37021707569346
0.1 0.5 0.9 100 11 50.67432545719637
0.1 0.5 0.9 100 12 40.66180773798402
0.1 0.5 0.9 100 13 52.54957600312085
0.1 0.5 0.9 100 14 82.37366436725074
0.1 0.5 0.9 200 0 25.848736940650273
0.1 0.5 0.9 200 1 29.73328378692237
0.1 0.5 0.9 200 2 23.695256802834894
0.1 0.5 0.9 200 3 28.608705149972185
0.1 0.5 0.9 200 4 25.04736967902174
0.1 0.5 0.9 200 5 19.793349346276802
0.1 0.5 0.9 200 6 23.750529560493415
0.1 0.5 0.9 200 7 22.650014463316857
0.1 0.5 0.9 200 8 23.493869865255498
0.1 0.5 0.9 200 9 27.142861377095564
0.1 0.5 0.9 200 10 25.47217458934304
0.1 0.5 0.9 200 11 24.78642707762264
0.1 0.5 0.9 200 12 24.66897984197923
0.1 0.5 0.9 200 13 17.99938630591666
0.1 0.5 0.9 200 14 28.999577269077335
0.1 0.7 0.1 100 0 18.117892998105233
0.1 0.7 0.1 100 1 91.9543299486309
0.1 0.7 0.1 100 2 35.90545208568925
0.1 0.7 0.1 100 3 86.82912458736564
0.1 0.7 0.1 100 4 28.034818728007934
0.1 0.7 0.1 100 5 59.40780011527754
0.1 0.7 0.1 100 6 1.3639559675692574
0.1 0.7 0.1 100 7 0.9967764416763654
0.1 0.7 0.1 100 8 37.6997682231824
0.1 0.7 0.1 100 9 2.0563061454319413
0.1 0.7 0.1 100 10 32.70110361687094
0.1 0.7 0.1 100 11 51.33031115057207
0.1 0.7 0.1 100 12 0.0011586495770199434
0.1 0.7 0.1 100 13 40.31876558811895
0.1 0.7 0.1 100 14 2.153347516371751
0.1 0.7 0.1 200 0 13.48054921803729
0.1 0.7 0.1 200 1 18.274608817489042
0.1 0.7 0.1 200 2 17.185892436037555
0.1 0.7 0.1 200 3 17.546324569129656
0.1 0.7 0.1 200 4 14.223094108851653
0.1 0.7 0.1 200 5 23.48284253641913
0.1 0.7 0.1 200 6 22.790245267549153
0.1 0.7 0.1 200 7 20.989893284362246
0.1 0.7 0.1 200 8 18.286402870675214
0.1 0.7 0.1 200 9 26.8752644703065
0.1 0.7 0.1 200 10 29.162465290315644
0.1 0.7 0.1 200 11 24.373983072118456
0.1 0.7 0.1 200 12 26.09854666681724
0.1 0.7 0.1 200 13 32.764387354745665
0.1 0.7 0.1 200 14 21.16081138003475
0.1 0.7 0.3 100 0 40.27586085286854
0.1 0.7 0.3 100 1 36.13642277125318
0.1 0.7 0.3 100 2 41.09784819500931
0.1 0.7 0.3 100 3 17.78379876807717
0.1 0.7 0.3 100 4 44.481061020056345
0.1 0.7 0.3 100 5 56.794634487256694
0.1 0.7 0.3 100 6 26.078076219328103
0.1 0.7 0.3 100 7 0.0007783614447216536
0.1 0.7 0.3 100 8 64.45392937694469
0.1 0.7 0.3 100 9 22.181280760698137
0.1 0.7 0.3 100 10 0.0022809087889097412
0.1 0.7 0.3 100 11 62.42481301441683
0.1 0.7 0.3 100 12 55.29098266549861
0.1 0.7 0.3 100 13 50.39753518158963
0.1 0.7 0.3 100 14 37.03194452208693
0.1 0.7 0.3 200 0 14.168485557433648
0.1 0.7 0.3 200 1 29.569499375593043
0.1 0.7 0.3 200 2 25.299156900254555
0.1 0.7 0.3 200 3 26.792812130741833
0.1 0.7 0.3 200 4 19.063801896611093
0.1 0.7 0.3 200 5 23.19920960124332
0.1 0.7 0.3 200 6 27.719807214998355
0.1 0.7 0.3 200 7 25.060495814975408
0.1 0.7 0.3 200 8 26.539578361824258
0.1 0.7 0.3 200 9 25.196097608719796
0.1 0.7 0.3 200 10 16.89536886974855
0.1 0.7 0.3 200 11 23.384464845003343
0.1 0.7 0.3 200 12 21.399449328996155
0.1 0.7 0.3 200 13 28.60213499970242
0.1 0.7 0.3 200 14 25.93231560123073
0.1 0.7 0.5 100 0 12.067623554577974
0.1 0.7 0.5 100 1 66.70420172286373
0.1 0.7 0.5 100 2 26.41442306490457
0.1 0.7 0.5 100 3 35.64981533253481
0.1 0.7 0.5 100 4 21.32728911401479
0.1 0.7 0.5 100 5 63.697415719803686
0.1 0.7 0.5 100 6 56.26084949794209
0.1 0.7 0.5 100 7 26.54862593480254
0.1 0.7 0.5 100 8 30.792738958529224
0.1 0.7 0.5 100 9 0.021634627891376823
0.1 0.7 0.5 100 10 54.68995978813719
0.1 0.7 0.5 100 11 1.1864645178161233
0.1 0.7 0.5 100 12 14.302231611844766
0.1 0.7 0.5 100 13 28.09134960125375
0.1 0.7 0.5 100 14 39.18144593260346
0.1 0.7 0.5 200 0 18.93956201164694
0.1 0.7 0.5 200 1 27.244224118980384
0.1 0.7 0.5 200 2 20.771150935835138
0.1 0.7 0.5 200 3 20.841297424781292
0.1 0.7 0.5 200 4 24.755291460996027
0.1 0.7 0.5 200 5 25.70045663099937
0.1 0.7 0.5 200 6 25.112209561902937
0.1 0.7 0.5 200 7 16.259616352104427
0.1 0.7 0.5 200 8 17.472725062271653
0.1 0.7 0.5 200 9 26.61971146637715
0.1 0.7 0.5 200 10 21.43480495765562
0.1 0.7 0.5 200 11 30.72483874939789
0.1 0.7 0.5 200 12 17.49524237435175
0.1 0.7 0.5 200 13 18.52761953355855
0.1 0.7 0.5 200 14 28.83771322235351
0.1 0.7 0.7 100 0 122.55032093344526
0.1 0.7 0.7 100 1 41.312208443558575
0.1 0.7 0.7 100 2 29.926228312425234
0.1 0.7 0.7 100 3 41.944524289611195
0.1 0.7 0.7 100 4 50.6126735439431
0.1 0.7 0.7 100 5 0.0010070246130577942
0.1 0.7 0.7 100 6 37.856091249343436
0.1 0.7 0.7 100 7 38.79445096235564
0.1 0.7 0.7 100 8 72.81563607853055
0.1 0.7 0.7 100 9 40.911021083099314
0.1 0.7 0.7 100 10 41.1732652262624
0.1 0.7 0.7 100 11 84.81366030294666
0.1 0.7 0.7 100 12 42.747346843356695
0.1 0.7 0.7 100 13 56.287496891906045
0.1 0.7 0.7 100 14 46.12896425204303
0.1 0.7 0.7 200 0 18.27688958087205
0.1 0.7 0.7 200 1 20.561648911567428
0.1 0.7 0.7 200 2 20.009530417048666
0.1 0.7 0.7 200 3 15.58891199893197
0.1 0.7 0.7 200 4 26.322491744182486
0.1 0.7 0.7 200 5 35.0016256462515
0.1 0.7 0.7 200 6 22.211566123081592
0.1 0.7 0.7 200 7 17.548531033114408
0.1 0.7 0.7 200 8 24.372962200593854
0.1 0.7 0.7 200 9 30.69562379221771
0.1 0.7 0.7 200 10 28.192197376018953
0.1 0.7 0.7 200 11 27.28061591436397
0.1 0.7 0.7 200 12 21.771928948752524
0.1 0.7 0.7 200 13 24.15432506591257
0.1 0.7 0.7 200 14 31.090297342451194
0.1 0.7 0.9 100 0 47.53881491984072
0.1 0.7 0.9 100 1 45.19446707234463
0.1 0.7 0.9 100 2 40.57913638477236
0.1 0.7 0.9 100 3 79.8286499544022
0.1 0.7 0.9 100 4 45.54117680925621
0.1 0.7 0.9 100 5 0.06800957371456917
0.1 0.7 0.9 100 6 45.49023818317011
0.1 0.7 0.9 100 7 38.861120580708715
