uCR uF c size_gen it cost
0.1 0.7 0.9 100 8 103.52060880849851
0.1 0.7 0.9 100 9 51.34366247636217
0.1 0.7 0.9 100 10 78.0379308417157
0.1 0.7 0.9 100 11 55.875605726705594
0.1 0.7 0.9 100 12 57.32306675992954
0.1 0.7 0.9 100 13 43.57129015452176
0.1 0.7 0.9 100 14 1.0561440603511176
0.1 0.7 0.9 200 0 31.831665686975192
0.1 0.7 0.9 200 1 22.642970028598626
0.1 0.7 0.9 200 2 23.948710390345596
0.1 0.7 0.9 200 3 18.628764670276738
0.1 0.7 0.9 200 4 23.942683267501973
0.1 0.7 0.9 200 5 27.393585568621276
0.1 0.7 0.9 200 6 22.05853349984592
0.1 0.7 0.9 200 7 16.81443753202621
0.1 0.7 0.9 200 8 28.82200244463268
0.1 0.7 0.9 200 9 23.546226261692343
0.1 0.7 0.9 200 10 16.434427212227703
0.1 0.7 0.9 200 11 28.11312427443083
0.1 0.7 0.9 200 12 26.98868153271063
0.1 0.7 0.9 200 13 29.54568786158883
0.1 0.7 0.9 200 14 26.46649916071169
0.1 0.9 0.1 100 0 1.4306975624710496
0.1 0.9 0.1 100 1 27.303902680103157
0.1 0.9 0.1 100 2 27.139968164724138
0.1 0.9 0.1 100 3 75.91910296565015
0.1 0.9 0.1 100 4 40.908520615822674
0.1 0.9 0.1 100 5 38.27608534857636
0.1 0.9 0.1 100 6 117.02775423375483
0.1 0.9 0.1 100 7 34.94801112867482
0.1 0.9 0.1 100 8 36.56410511296022
0.1 0.9 0.1 100 9 79.5619154289644
0.1 0.9 0.1 100 10 0.008436032342542532
0.1 0.9 0.1 100 11 41.219962394991235
0.1 0.9 0.1 100 12 71.21501993659867
0.1 0.9 0.1 100 13 28.341719029714394
0.1 0.9 0.1 100 14 38.41391142369229
0.1 0.9 0.1 200 0 25.84601543132939
0.1 0.9 0.1 200 1 19.404330010851787
0.1 0.9 0.1 200 2 20.798619552820217
0.1 0.9 0.1 200 3 25.01702469309884
0.1 0.9 0.1 200 4 24.182080820465004
0.1 0.9 0.1 200 5 27.344158844741166
0.1 0.9 0.1 200 6 20.233922342609628
0.1 0.9 0.1 200 7 23.041015838442398
0.1 0.9 0.1 200 8 22.46358395025064
0.1 0.9 0.1 200 9 17.75699405592767
0.1 0.9 0.1 200 10 17.00501137284796
0.1 0.9 0.1 200 11 29.838275671610937
0.1 0.9 0.1 200 12 23.38782194904184
0.1 0.9 0.1 200 13 21.928587777874924
0.1 0.9 0.1 200 14 27.66247721602889
0.1 0.9 0.3 100 0 100.30308839776042
0.1 0.9 0.3 100 1 1.0367645736324445
0.1 0.9 0.3 100 2 55.408569698884335
0.1 0.9 0.3 100 3 28.542118604654913
0.1 0.9 0.3 100 4 41.48083254025836
0.1 0.9 0.3 100 5 14.206039459962895
0.1 0.9 0.3 100 6 17.80943110534203
0.1 0.9 0.3 100 7 43.828621553676165
0.1 0.9 0.3 100 8 67.26768070622785
0.1 0.9 0.3 100 9 41.85671198827909
0.1 0.9 0.3 100 10 38.538730771579345
0.1 0.9 0.3 100 11 23.196511362590407
0.1 0.9 0.3 100 12 19.330061908205998
0.1 0.9 0.3 100 13 29.876571106751094
0.1 0.9 0.3 100 14 41.20146666810548
0.1 0.9 0.3 200 0 25.125076866684687
0.1 0.9 0.3 200 1 29.37843762058666
0.1 0.9 0.3 200 2 15.82962168701601
0.1 0.9 0.3 200 3 21.064174902774603
0.1 0.9 0.3 200 4 19.39695803882729
0.1 0.9 0.3 200 5 17.811724078386646
0.1 0.9 0.3 200 6 25.415419298794728
0.1 0.9 0.3 200 7 15.24177520095956
0.1 0.9 0.3 200 8 24.680774981844465
0.1 0.9 0.3 200 9 29.198845217456956
0.1 0.9 0.3 200 10 29.03418671359929
0.1 0.9 0.3 200 11 29.123764780084937
0.1 0.9 0.3 200 12 21.663889326883467
0.1 0.9 0.3 200 13 21.234718862935885
0.1 0.9 0.3 200 14 20.7740083048039
0.1 0.9 0.5 100 0 35.000206215187795
0.1 0.9 0.5 100 1 58.2053352150093
0.1 0.9 0.5 100 2 30.692505998314456
0.1 0.9 0.5 100 3 80.49650137487542
0.1 0.9 0.5 100 4 38.27950061833505
0.1 0.9 0.5 100 5 33.79905382854266
0.1 0.9 0.5 100 6 56.849963814866854
0.1 0.9 0.5 100 7 85.93043321713179
0.1 0.9 0.5 100 8 71.90659884599252
0.1 0.9 0.5 100 9 45.282893673344155
0.1 0.9 0.5 100 10 77.1472834746979
0.1 0.9 0.5 100 11 0.14686987768472193
0.1 0.9 0.5 100 12 82.7217342654868
0.1 0.9 0.5 100 13 34.081073009002765
0.1 0.9 0.5 100 14 23.568798163031335
0.1 0.9 0.5 200 0 26.78800810637004
0.1 0.9 0.5 200 1 22.150990260371653
0.1 0.9 0.5 200 2 25.38347705316228
0.1 0.9 0.5 200 3 35.54177651213682
0.1 0.9 0.5 200 4 21.28547288831207
0.1 0.9 0.5 200 5 31.160720185488316
0.1 0.9 0.5 200 6 25.272837295470822
0.1 0.9 0.5 200 7 23.231848441132406
0.1 0.9 0.5 200 8 21.610542318434163
0.1 0.9 0.5 200 9 23.198965249557702
0.1 0.9 0.5 200 10 29.147199806746393
0.1 0.9 0.5 200 11 22.83746012709578
0.1 0.9 0.5 200 12 19.13698754935821
0.1 0.9 0.5 200 13 22.987769316418046
0.1 0.9 0.5 200 14 30.111630985103496
0.1 0.9 0.7 100 0 44.631363177154
0.1 0.9 0.7 100 1 25.647016918755853
0.1 0.9 0.7 100 2 66.36730853148924
0.1 0.9 0.7 100 3 76.2395147604213
0.1 0.9 0.7 100 4 34.841202264000145
0.1 0.9 0.7 100 5 47.054734482564065
0.1 0.9 0.7 100 6 27.170207467925337
0.1 0.9 0.7 100 7 61.27296162544169
0.1 0.9 0.7 100 8 74.40798146319328
0.1 0.9 0.7 100 9 84.02282955345862
0.1 0.9 0.7 100 10 48.654141402592046
0.1 0.9 0.7 100 11 28.383556617625995
0.1 0.9 0.7 100 12 43.57719678047276
0.1 0.9 0.7 100 13 78.1685145121768
0.1 0.9 0.7 100 14 43.235610275694924
0.1 0.9 0.7 200 0 26.273775054469475
0.1 0.9 0.7 200 1 28.96759868471443
0.1 0.9 0.7 200 2 14.982615789931227
0.1 0.9 0.7 200 3 25.76406878617628
0.1 0.9 0.7 200 4 23.971308034152095
0.1 0.9 0.7 200 5 27.521809508401816
0.1 0.9 0.7 200 6 25.26815845117121
0.1 0.9 0.7 200 7 30.016950242795584
0.1 0.9 0.7 200 8 20.43508130961272
0.1 0.9 0.7 200 9 24.238712213709455
0.1 0.9 0.7 200 10 25.978061269831926
0.1 0.9 0.7 200 11 30.423745170394707
0.1 0.9 0.7 200 12 19.558312285431054
0.1 0.9 0.7 200 13 26.92936359833202
0.1 0.9 0.7 200 14 18.217538020390702
0.1 0.9 0.9 100 0 64.50298278480733
0.1 0.9 0.9 100 1 50.07294720447522
0.1 0.9 0.9 100 2 43.90284653998642
0.1 0.9 0.9 100 3 36.213221289851575
0.1 0.9 0.9 100 4 26.047923810967603
0.1 0.9 0.9 100 5 32.11670927751439
0.1 0.9 0.9 100 6 28.41675153512334
0.1 0.9 0.9 100 7 52.26350778585742
0.1 0.9 0.9 100 8 61.71051519657038
0.1 0.9 0.9 100 9 136.47418289491247
0.1 0.9 0.9 100 10 45.00444494965965
0.1 0.9 0.9 100 11 103.49392150193
0.1 0.9 0.9 100 12 27.93887107903299
0.1 0.9 0.9 100 13 0.010854588055192238
0.1 0.9 0.9 100 14 40.39801212288802
0.1 0.9 0.9 200 0 22.41502159828014
0.1 0.9 0.9 200 1 22.66092577613511
0.1 0.9 0.9 200 2 23.007379070924838
0.1 0.9 0.9 200 3 22.043597599966485
0.1 0.9 0.9 200 4 19.940330533018326
0.1 0.9 0.9 200 5 23.073687304788272
0.1 0.9 0.9 200 6 29.310937397926754
0.1 0.9 0.9 200 7 30.46281468336396
0.1 0.9 0.9 200 8 28.047506087484027
0.1 0.9 0.9 200 9 25.602675245846132
0.1 0.9 0.9 200 10 24.327370351394908
0.1 0.9 0.9 200 11 33.48058945184117
0.1 0.9 0.9 200 12 26.240230097304405
0.1 0.9 0.9 200 13 24.83797356503875
0.1 0.9 0.9 200 14 27.53100443246231
0.3 0.1 0.1 100 0 3.793799763229799e-08
0.3 0.1 0.1 100 1 21.467493711919538
0.3 0.1 0.1 100 2 0.007587713177537481
0.3 0.1 0.1 100 3 22.054331025095955
0.3 0.1 0.1 100 4 36.00459185021775
0.3 0.1 0.1 100 5 4.047707554200031e-05
0.3 0.1 0.1 100 6 27.790415301745107
0.3 0.1 0.1 100 7 0.00010714325466665287
0.3 0.1 0.1 100 8 1.401314193572034e-07
0.3 0.1 0.1 100 9 69.52895051475315
0.3 0.1 0.1 100 10 42.73589233912141
0.3 0.1 0.1 100 11 1.053659172356447e-06
0.3 0.1 0.1 100 12 22.298671036555646
0.3 0.1 0.1 100 13 17.69764701419288
0.3 0.1 0.1 100 14 16.424285543039908
0.3 0.1 0.1 200 0 11.822477152578973
0.3 0.1 0.1 200 1 17.917561027868558
0.3 0.1 0.1 200 2 12.887557585397943
0.3 0.1 0.1 200 3 9.28241825262804
0.3 0.1 0.1 200 4 17.77958083656634
0.3 0.1 0.1 200 5 12.694777221677512
0.3 0.1 0.1 200 6 15.549331533306878
0.3 0.1 0.1 200 7 17.514120488907764
0.3 0.1 0.1 200 8 17.489638478583604
0.3 0.1 0.1 200 9 20.07225166369054
0.3 0.1 0.1 200 10 20.245283745426445
0.3 0.1 0.1 200 11 19.110054869023877
0.3 0.1 0.1 200 12 13.380826931424739
0.3 0.1 0.1 200 13 13.484823072489641
0.3 0.1 0.1 200 14 26.61307227672893
0.3 0.1 0.3 100 0 41.019082698830694
0.3 0.1 0.3 100 1 66.4609887256093
0.3 0.1 0.3 100 2 37.814754352781016
0.3 0.1 0.3 100 3 1.018339216652162
0.3 0.1 0.3 100 4 2.010905070957925
0.3 0.1 0.3 100 5 0.0007067107802605221
0.3 0.1 0.3 100 6 55.17361105938638
0.3 0.1 0.3 100 7 25.44876576371528
0.3 0.1 0.3 100 8 0.01053044395815661
0.3 0.1 0.3 100 9 18.9957043708877
0.3 0.1 0.3 100 10 33.91918495856589
0.3 0.1 0.3 100 11 0.00031032586223922465
0.3 0.1 0.3 100 12 15.802912699539144
0.3 0.1 0.3 100 13 29.87605964036613
0.3 0.1 0.3 100 14 93.75283967010697
0.3 0.1 0.3 200 0 15.567808665613752
0.3 0.1 0.3 200 1 30.275953682425822
0.3 0.1 0.3 200 2 22.72456642255598
0.3 0.1 0.3 200 3 26.258121744666354
0.3 0.1 0.3 200 4 23.401662231855003
0.3 0.1 0.3 200 5 18.337853377084233
0.3 0.1 0.3 200 6 16.061126040655818
0.3 0.1 0.3 200 7 16.329647088318616
0.3 0.1 0.3 200 8 23.157196102168157
0.3 0.1 0.3 200 9 18.002989899683353
0.3 0.1 0.3 200 10 15.791229897988362
0.3 0.1 0.3 200 11 22.214093000165676
0.3 0.1 0.3 200 12 23.282092499970826
0.3 0.1 0.3 200 13 12.614311588059037
0.3 0.1 0.3 200 14 20.055437376205358
0.3 0.1 0.5 100 0 40.79617910015493
0.3 0.1 0.5 100 1 35.80731977833189
0.3 0.1 0.5 100 2 15.062634458270566
0.3 0.1 0.5 100 3 36.268573177782045
0.3 0.1 0.5 100 4 38.71784919459561
0.3 0.1 0.5 100 5 35.995372121462324
0.3 0.1 0.5 100 6 36.480949992118084
0.3 0.1 0.5 100 7 58.360585954163945
0.3 0.1 0.5 100 8 25.047075734299987
0.3 0.1 0.5 100 9 34.011502917299694
0.3 0.1 0.5 100 10 30.40430768441812
0.3 0.1 0.5 100 11 43.2966949366744
0.3 0.1 0.5 100 12 40.33496474056163
0.3 0.1 0.5 100 13 39.9314373129652
0.3 0.1 0.5 100 14 53.16011775586174
0.3 0.1 0.5 200 0 17.74223880789419
0.3 0.1 0.5 200 1 23.825453503857442
0.3 0.1 0.5 200 2 16.460797372033966
0.3 0.1 0.5 200 3 30.949077117061883
0.3 0.1 0.5 200 4 20.737822535355583
0.3 0.1 0.5 200 5 21.89069415358096
0.3 0.1 0.5 200 6 20.519716313094605
0.3 0.1 0.5 200 7 28.458091850109472
0.3 0.1 0.5 200 8 18.356786811482202
0.3 0.1 0.5 200 9 20.2830460533026
0.3 0.1 0.5 200 10 22.244329910541495
0.3 0.1 0.5 200 11 25.200950762691622
0.3 0.1 0.5 200 12 14.231184967276103
0.3 0.1 0.5 200 13 23.2981345424419
0.3 0.1 0.5 200 14 23.45243116380255
0.3 0.1 0.7 100 0 78.01234828224779
0.3 0.1 0.7 100 1 40.816103754999354
0.3 0.1 0.7 100 2 105.67627973397491
0.3 0.1 0.7 100 3 20.088161501582317
0.3 0.1 0.7 100 4 40.245752089542314
0.3 0.1 0.7 100 5 76.83925963483992
0.3 0.1 0.7 100 6 28.024015408711996
0.3 0.1 0.7 100 7 42.10892173570732
0.3 0.1 0.7 100 8 58.151297045899604
0.3 0.1 0.7 100 9 35.7823875222335
0.3 0.1 0.7 100 10 47.609490498468055
0.3 0.1 0.7 100 11 26.65639248721329
0.3 0.1 0.7 100 12 57.65757098456332
0.3 0.1 0.7 100 13 22.99004579544431
0.3 0.1 0.7 100 14 74.23699507011513
0.3 0.1 0.7 200 0 27.77854108116554
0.3 0.1 0.7 200 1 26.674966539189874
0.3 0.1 0.7 200 2 24.918664763157945
0.3 0.1 0.7 200 3 20.54592840414688
0.3 0.1 0.7 200 4 21.81570913279725
0.3 0.1 0.7 200 5 31.706014564369696
0.3 0.1 0.7 200 6 21.750201870291974
0.3 0.1 0.7 200 7 22.610658715861113
0.3 0.1 0.7 200 8 18.680688047984276
0.3 0.1 0.7 200 9 26.450979602427275
0.3 0.1 0.7 200 10 22.89590023229554
0.3 0.1 0.7 200 11 28.37227188623259
0.3 0.1 0.7 200 12 25.89870662808835
0.3 0.1 0.7 200 13 23.056382628912104
0.3 0.1 0.7 200 14 23.6544398072362
0.3 0.1 0.9 100 0 40.273704068997674
0.3 0.1 0.9 100 1 37.04067763965969
0.3 0.1 0.9 100 2 25.025717946639872
0.3 0.1 0.9 100 3 45.75777386504389
0.3 0.1 0.9 100 4 34.63075954197873
0.3 0.1 0.9 100 5 60.73780263037053
0.3 0.1 0.9 100 6 145.5379931883548
0.3 0.1 0.9 100 7 42.463630982736326
0.3 0.1 0.9 100 8 34.07633368418824
0.3 0.1 0.9 100 9 26.160737343824337
0.3 0.1 0.9 100 10 58.75111198957276
0.3 0.1 0.9 100 11 27.18410223559126
0.3 0.1 0.9 100 12 33.21138975369333
0.3 0.1 0.9 100 13 23.68217670696774
0.3 0.1 0.9 100 14 62.44226880358406
0.3 0.1 0.9 200 0 29.48534464951212
0.3 0.1 0.9 200 1 25.42215552209868
0.3 0.1 0.9 200 2 22.001238969282035
0.3 0.1 0.9 200 3 29.07721214821629
0.3 0.1 0.9 200 4 19.79809288734602
0.3 0.1 0.9 200 5 28.128209079614482
0.3 0.1 0.9 200 6 28.621239890636655
0.3 0.1 0.9 200 7 31.156770696695162
0.3 0.1 0.9 200 8 20.929261947470238
0.3 0.1 0.9 200 9 30.18553620920536
0.3 0.1 0.9 200 10 26.332392106265246
0.3 0.1 0.9 200 11 21.9542202662541
0.3 0.1 0.9 200 12 21.139527314457755
0.3 0.1 0.9 200 13 26.339692335626587
0.3 0.1 0.9 200 14 22.480842666480342
0.3 0.3 0.1 100 0 49.58318874659696
0.3 0.3 0.1 100 1 41.44281515350636
0.3 0.3 0.1 100 2 9.791309235396284e-06
0.3 0.3 0.1 100 3 0.0014982018097651206
0.3 0.3 0.1 100 4 2.346613696246891e-06
0.3 0.3 0.1 100 5 1.0171467673787475
0.3 0.3 0.1 100 6 64.75691268284285
0.3 0.3 0.1 100 7 0.0005521743657492806
0.3 0.3 0.1 100 8 12.746185929712624
0.3 0.3 0.1 100 9 3.4910911747232376e-05
0.3 0.3 0.1 100 10 3.999148470867908e-05
0.3 0.3 0.1 100 11 15.532910332127551
0.3 0.3 0.1 100 12 29.853589665090407
0.3 0.3 0.1 100 13 0.00018610117714956687
0.3 0.3 0.1 100 14 40.617174644295204
0.3 0.3 0.1 200 0 22.71486201887448
0.3 0.3 0.1 200 1 21.088765683873284
0.3 0.3 0.1 200 2 14.26025053491842
0.3 0.3 0.1 200 3 11.363740753188505
0.3 0.3 0.1 200 4 19.264867098808946
0.3 0.3 0.1 200 5 16.919710774449364
0.3 0.3 0.1 200 6 25.937377052643804
0.3 0.3 0.1 200 7 15.099956195630853
0.3 0.3 0.1 200 8 20.655654715400463
0.3 0.3 0.1 200 9 15.045410797661095
0.3 0.3 0.1 200 10 14.433157384389363
0.3 0.3 0.1 200 11 17.70421287093612
0.3 0.3 0.1 200 12 20.111495038428274
0.3 0.3 0.1 200 13 22.528120289981103
0.3 0.3 0.1 200 14 13.182886364166166
0.3 0.3 0.3 100 0 6.306414410950367e-05
0.3 0.3 0.3 100 1 0.000522996294916922
0.3 0.3 0.3 100 2 65.1631453559157
0.3 0.3 0.3 100 3 33.42796985668795
0.3 0.3 0.3 100 4 38.32246663017168
0.3 0.3 0.3 100 5 32.948642037228325
0.3 0.3 0.3 100 6 1.1473488819438113
0.3 0.3 0.3 100 7 0.003741068862103347
0.3 0.3 0.3 100 8 71.71517053736811
0.3 0.3 0.3 100 9 60.48885739343153
0.3 0.3 0.3 100 10 0.014664150287623912
0.3 0.3 0.3 100 11 38.286291354910766
0.3 0.3 0.3 100 12 50.89084209350739
0.3 0.3 0.3 100 13 22.90637118257566
0.3 0.3 0.3 100 14 57.205016944073535
0.3 0.3 0.3 200 0 25.685906648957253
0.3 0.3 0.3 200 1 18.63958154536025
0.3 0.3 0.3 200 2 18.8501849268252
0.3 0.3 0.3 200 3 15.81338827582307
0.3 0.3 0.3 200 4 16.918216313229316
0.3 0.3 0.3 200 5 17.590808415082194
0.3 0.3 0.3 200 6 12.888862467264053
0.3 0.3 0.3 200 7 23.0573950886631
0.3 0.3 0.3 200 8 20.825909386898147
0.3 0.3 0.3 200 9 15.820714710238239
0.3 0.3 0.3 200 10 17.454314714209147
0.3 0.3 0.3 200 11 25.925662478872432
0.3 0.3 0.3 200 12 25.6271461702705
0.3 0.3 0.3 200 13 25.59022098099271
0.3 0.3 0.3 200 14 31.207451033886265
0.3 0.3 0.5 100 0 46.64037823170758
0.3 0.3 0.5 100 1 68.76325025404797
0.3 0.3 0.5 100 2 78.24857328750244
0.3 0.3 0.5 100 3 51.926243418849225
0.3 0.3 0.5 100 4 28.516557625550846
0.3 0.3 0.5 100 5 45.06777827890612
0.3 0.3 0.5 100 6 42.718745155262994
0.3 0.3 0.5 100 7 24.75852571047399
0.3 0.3 0.5 100 8 26.993243174802842
0.3 0.3 0.5 100 9 20.83839551279648
0.3 0.3 0.5 100 10 36.36534123360512
0.3 0.3 0.5 100 11 29.23848317352594
0.3 0.3 0.5 100 12 4.715841010138888e-05
0.3 0.3 0.5 100 13 43.673621746701855
0.3 0.3 0.5 100 14 31.643828051068184
0.3 0.3 0.5 200 0 18.949031541712095
0.3 0.3 0.5 200 1 25.31438399092937
0.3 0.3 0.5 200 2 25.05138021876571
0.3 0.3 0.5 200 3 24.993801801528072
0.3 0.3 0.5 200 4 22.143396882988235
0.3 0.3 0.5 200 5 18.530140806097748
0.3 0.3 0.5 200 6 25.515422544393502
0.3 0.3 0.5 200 7 31.190677436239305
0.3 0.3 0.5 200 8 23.116700632655416
0.3 0.3 0.5 200 9 20.826872239560572
0.3 0.3 0.5 200 10 19.251268301233196
0.3 0.3 0.5 200 11 16.956693818789986
0.3 0.3 0.5 200 12 24.795332317870038
0.3 0.3 0.5 200 13 18.498499916217586
0.3 0.3 0.5 200 14 26.34941853333618
0.3 0.3 0.7 100 0 96.21992492849226
0.3 0.3 0.7 100 1 35.13786880206891
0.3 0.3 0.7 100 2 56.573693474640336
0.3 0.3 0.7 100 3 34.24375762180948
0.3 0.3 0.7 100 4 21.601767332085245
0.3 0.3 0.7 100 5 125.67270851152709
0.3 0.3 0.7 100 6 59.370240593517366
0.3 0.3 0.7 100 7 56.88078583077247
0.3 0.3 0.7 100 8 55.58672032640774
0.3 0.3 0.7 100 9 47.906286478426914
0.3 0.3 0.7 100 10 52.632349060566426
0.3 0.3 0.7 100 11 31.436903528096966
0.3 0.3 0.7 100 12 31.593111315221257
0.3 0.3 0.7 100 13 43.417405548149006
0.3 0.3 0.7 100 14 51.342132057126776
0.3 0.3 0.7 200 0 25.47581089933337
0.3 0.3 0.7 200 1 26.677686727263247
0.3 0.3 0.7 200 2 20.253190233327793
0.3 0.3 0.7 200 3 32.24893137836085
0.3 0.3 0.7 200 4 24.275668768827146
0.3 0.3 0.7 200 5 22.572289483081775
0.3 0.3 0.7 200 6 27.786440950585707
0.3 0.3 0.7 200 7 17.990984633989036
0.3 0.3 0.7 200 8 24.871363153467435
0.3 0.3 0.7 200 9 22.76443960232529
0.3 0.3 0.7 200 10 25.057465312612912
0.3 0.3 0.7 200 11 19.17959334866767
0.3 0.3 0.7 200 12 28.25807403867403
0.3 0.3 0.7 200 13 23.344769660894748
0.3 0.3 0.7 200 14 25.0255518367915
0.3 0.3 0.9 100 0 53.699721507052864
0.3 0.3 0.9 100 1 87.20997358469566
0.3 0.3 0.9 100 2 21.857475952724627
0.3 0.3 0.9 100 3 5.108540012344065e-06
0.3 0.3 0.9 100 4 19.244736061150405
0.3 0.3 0.9 100 5 32.95192283251357
0.3 0.3 0.9 100 6 35.828078280102964
0.3 0.3 0.9 100 7 30.572203812765267
0.3 0.3 0.9 100 8 0.014472431782081685
0.3 0.3 0.9 100 9 19.126911810389938
0.3 0.3 0.9 100 10 68.10906003569347
0.3 0.3 0.9 100 11 44.897817047708955
0.3 0.3 0.9 100 12 115.33201286656833
0.3 0.3 0.9 100 13 60.3853285689078
0.3 0.3 0.9 100 14 41.48803563091097
0.3 0.3 0.9 200 0 21.950029934344844
0.3 0.3 0.9 200 1 33.76986152080547
0.3 0.3 0.9 200 2 25.603274695741053
0.3 0.3 0.9 200 3 24.942196394112433
0.3 0.3 0.9 200 4 27.427572449144364
0.3 0.3 0.9 200 5 26.74724315918685
0.3 0.3 0.9 200 6 23.129370990385496
0.3 0.3 0.9 200 7 25.89078578327624
0.3 0.3 0.9 200 8 20.917109912925174
0.3 0.3 0.9 200 9 26.965627894952636
0.3 0.3 0.9 200 10 23.548666597131707
0.3 0.3 0.9 200 11 17.629118707309395
0.3 0.3 0.9 200 12 26.935208756550104
0.3 0.3 0.9 200 13 28.760127851882384
0.3 0.3 0.9 200 14 26.77194122849404
0.3 0.5 0.1 100 0 23.462069987889738
0.3 0.5 0.1 100 1 23.576665538915833
0.3 0.5 0.1 100 2 28.920780242385263
0.3 0.5 0.1 100 3 42.74618479636083
0.3 0.5 0.1 100 4 57.337748809813014
0.3 0.5 0.1 100 5 27.324104055583305
0.3 0.5 0.1 100 6 22.179600717650693
0.3 0.5 0.1 100 7 12.461862340629327
0.3 0.5 0.1 100 8 32.93349937930473
0.3 0.5 0.1 100 9 26.805676466038314
0.3 0.5 0.1 100 10 27.767434294656606
0.3 0.5 0.1 100 11 4.793377849310332e-06
0.3 0.5 0.1 100 12 29.956189408397393
0.3 0.5 0.1 100 13 33.21720548771199
0.3 0.5 0.1 100 14 20.663256785261225
0.3 0.5 0.1 200 0 19.15385694954606
0.3 0.5 0.1 200 1 16.885286523273297
0.3 0.5 0.1 200 2 22.603935354961013
0.3 0.5 0.1 200 3 17.714481470432037
0.3 0.5 0.1 200 4 17.662056366857158
0.3 0.5 0.1 200 5 18.657460290095766
0.3 0.5 0.1 200 6 24.09203212664177
0.3 0.5 0.1 200 7 17.65741418150733
0.3 0.5 0.1 200 8 20.65729783035424
0.3 0.5 0.1 200 9 18.741380638711597
0.3 0.5 0.1 200 10 19.53453605653783
0.3 0.5 0.1 200 11 20.739035017632453
0.3 0.5 0.1 200 12 21.767068437220914
0.3 0.5 0.1 200 13 23.655321258335867
0.3 0.5 0.1 200 14 25.297706357026968
0.3 0.5 0.3 100 0 35.719884983018744
0.3 0.5 0.3 100 1 23.05077481418506
0.3 0.5 0.3 100 2 79.44253783544896
0.3 0.5 0.3 100 3 83.73108252679545
0.3 0.5 0.3 100 4 25.428611958886087
0.3 0.5 0.3 100 5 21.96606406098729
0.3 0.5 0.3 100 6 45.4818606993977
0.3 0.5 0.3 100 7 28.04736468116564
0.3 0.5 0.3 100 8 0.00010887783496293935
0.3 0.5 0.3 100 9 0.0005897154723673026
0.3 0.5 0.3 100 10 28.172591411565847
0.3 0.5 0.3 100 11 50.150743469274715
0.3 0.5 0.3 100 12 39.618655245142655
0.3 0.5 0.3 100 13 69.70543157864782
0.3 0.5 0.3 100 14 98.4885650697328
0.3 0.5 0.3 200 0 17.898563435982446
0.3 0.5 0.3 200 1 21.372906928335997
0.3 0.5 0.3 200 2 17.35172266222869
0.3 0.5 0.3 200 3 18.192673085052746
0.3 0.5 0.3 200 4 17.62016635355328
0.3 0.5 0.3 200 5 21.73604290704261
0.3 0.5 0.3 200 6 20.03362512317146
0.3 0.5 0.3 200 7 18.842292009360698
0.3 0.5 0.3 200 8 20.262617822066147
0.3 0.5 0.3 200 9 20.659746711912366
0.3 0.5 0.3 200 10 11.584822770424074
0.3 0.5 0.3 200 11 29.494646987405016
0.3 0.5 0.3 200 12 18.733498325534335
0.3 0.5 0.3 200 13 26.769251159906958
0.3 0.5 0.3 200 14 20.36015384095976
0.3 0.5 0.5 100 0 78.11202807654163
0.3 0.5 0.5 100 1 66.06536394235557
0.3 0.5 0.5 100 2 29.57267048978317
0.3 0.5 0.5 100 3 84.62183441684081
0.3 0.5 0.5 100 4 25.080819506010215
0.3 0.5 0.5 100 5 20.407117978466587
0.3 0.5 0.5 100 6 24.153092889046686
0.3 0.5 0.5 100 7 44.05481983500508
0.3 0.5 0.5 100 8 20.947960647068662
0.3 0.5 0.5 100 9 1.088178239462854
0.3 0.5 0.5 100 10 19.38915342849093
0.3 0.5 0.5 100 11 0.01862838780936471
0.3 0.5 0.5 100 12 34.6365132013415
0.3 0.5 0.5 100 13 63.96931196913876
0.3 0.5 0.5 100 14 89.90735945860379
0.3 0.5 0.5 200 0 25.88789700995973
0.3 0.5 0.5 200 1 23.698503763048713
0.3 0.5 0.5 200 2 34.76963121808659
0.3 0.5 0.5 200 3 25.396682781606103
0.3 0.5 0.5 200 4 25.398642891121682
0.3 0.5 0.5 200 5 20.436138142571345
0.3 0.5 0.5 200 6 18.158497479140827
0.3 0.5 0.5 200 7 26.123059082182987
0.3 0.5 0.5 200 8 21.478787437874303
0.3 0.5 0.5 200 9 23.98442154373185
0.3 0.5 0.5 200 10 32.57138427146819
0.3 0.5 0.5 200 11 25.8870865124614
0.3 0.5 0.5 200 12 18.147690893208832
0.3 0.5 0.5 200 13 22.896296851886056
0.3 0.5 0.5 200 14 32.44809866933489
0.3 0.5 0.7 100 0 50.16204054497962
0.3 0.5 0.7 100 1 21.526129903174095
0.3 0.5 0.7 100 2 0.043890203298209585
0.3 0.5 0.7 100 3 51.428485301650355
0.3 0.5 0.7 100 4 37.06429789200273
0.3 0.5 0.7 100 5 34.06539400058236
0.3 0.5 0.7 100 6 32.3090625682389
0.3 0.5 0.7 100 7 60.20968577201204
0.3 0.5 0.7 100 8 51.38657231471937
0.3 0.5 0.7 100 9 80.62974174156619
0.3 0.5 0.7 100 10 0.07121891475740583
0.3 0.5 0.7 100 11 0.02367613653673928
0.3 0.5 0.7 100 12 37.575481344543086
0.3 0.5 0.7 100 13 47.401872488485296
0.3 0.5 0.7 100 14 33.17412916628746
0.3 0.5 0.7 200 0 25.33322607441995
0.3 0.5 0.7 200 1 29.315350646708026
