,it,sol
0,0.0,52.732739254352495
1,1.0,56.71255024861355
2,2.0,32.83360358850191
3,3.0,47.75795404508767
4,4.0,44.773097070154705
5,5.0,62.68223878004427
6,6.0,46.7629949875183
7,7.0,23.879002256794855
8,8.0,64.6722530227185
9,9.0,41.78822997534954
10,10.0,30.843705586299457
11,11.0,60.70440889406213
12,12.0,56.71251470966949
13,13.0,40.7932860763291
14,14.0,49.9408025196755
