,it,sol
0,0.0,274.5952047250908
1,1.0,1.9899181141866382
2,2.0,3.979836228375497
3,3.0,74.48254535013731
4,4.0,367.69345266695984
5,5.0,293.42271765204697
6,6.0,3.979842589635446
7,7.0,2.9848771717119043
8,8.0,2.984877210208035
9,9.0,67.24501515522229
10,10.0,4.974795285491542
11,11.0,1.9899181142846825
12,12.0,3.982134479650247
13,13.0,2.984877171281811
14,14.0,2248.4445530518637
