,it,sol
0,0.0,29.848751561522427
1,1.0,25.868920370968333
2,2.0,56.71259567941237
3,3.0,64.67225302270145
4,4.0,42.78318399356352
5,5.0,50.74284133685261
6,6.0,46.76303034301298
7,7.0,51.737785235050524
8,8.0,59.697407039832804
9,9.0,46.76303538083206
10,10.0,33.828577714257435
11,11.0,52.73273925432474
12,12.0,65.66717168636585
13,13.0,48.75292826048512
14,14.0,47.75797927902997
