,it,sol
0,0.0,72.58220620984804
1,1.0,2.3295627426858623
2,2.0,159.0368617233363
3,3.0,1.8497650462703774
4,4.0,32.21219252310462
5,5.0,0.2816365894730559
6,6.0,181.59246302998164
7,7.0,222.36336189529993
8,8.0,135.71891210417093
9,9.0,84.38169966248039
10,10.0,168.01545077020947
11,11.0,188.62949840640889
12,12.0,195.00148182077604
13,13.0,159.30072386587042
14,14.0,95.49253164059658
