uCR uF c size_gen it cost
0.1 0.7 0.9 100 3 56.3346467822001
0.1 0.7 0.9 100 4 32.515224567941544
0.1 0.7 0.9 100 5 29.723816408571324
0.1 0.7 0.9 100 6 48.780899198409294
0.1 0.7 0.9 100 7 80.3458904284318
0.1 0.7 0.9 100 8 30.169584661172003
0.1 0.7 0.9 100 9 57.240796814015994
0.1 0.7 0.9 100 10 85.47661656653196
0.1 0.7 0.9 100 11 28.19330833307096
0.1 0.7 0.9 100 12 95.3859991741334
0.1 0.7 0.9 100 13 54.58056903658761
0.1 0.7 0.9 100 14 74.97804498722891
0.1 0.7 0.9 200 0 1.0111807082593813
0.1 0.7 0.9 200 1 0.11275111004469096
0.1 0.7 0.9 200 2 0.04622804302774952
0.1 0.7 0.9 200 3 1.0660969377937306
0.1 0.7 0.9 200 4 2.1247783757509886
0.1 0.7 0.9 200 5 0.02772943330103672
0.1 0.7 0.9 200 6 3.3885546015936026
0.1 0.7 0.9 200 7 1.3216621454976814
0.1 0.7 0.9 200 8 0.12299276847080343
0.1 0.7 0.9 200 9 0.0363923939541575
0.1 0.7 0.9 200 10 0.03511647098057935
0.1 0.7 0.9 200 11 0.08170324149737596
0.1 0.7 0.9 200 12 2.26983024316894
0.1 0.7 0.9 200 13 1.0731445750707085
0.1 0.7 0.9 200 14 0.0382247623057399
0.1 0.9 0.1 100 0 27.92268433588022
0.1 0.9 0.1 100 1 52.48225781752988
0.1 0.9 0.1 100 2 79.88883575018393
0.1 0.9 0.1 100 3 28.301988267380192
0.1 0.9 0.1 100 4 78.72580909803975
0.1 0.9 0.1 100 5 34.56057344949271
0.1 0.9 0.1 100 6 52.68238746157601
0.1 0.9 0.1 100 7 44.73476783039308
0.1 0.9 0.1 100 8 35.211208234511396
0.1 0.9 0.1 100 9 39.329922991642775
0.1 0.9 0.1 100 10 37.92053909954017
0.1 0.9 0.1 100 11 0.0
0.1 0.9 0.1 100 12 44.46138384051126
0.1 0.9 0.1 100 13 0.0
0.1 0.9 0.1 100 14 67.8983647817302
0.1 0.9 0.1 200 0 3.5462819035109927
0.1 0.9 0.1 200 1 2.1053355818782045
0.1 0.9 0.1 200 2 2.2582734234404356
0.1 0.9 0.1 200 3 3.208389415021399
0.1 0.9 0.1 200 4 0.5699462474953947
0.1 0.9 0.1 200 5 2.4315396070882045
0.1 0.9 0.1 200 6 0.16440357855504395
0.1 0.9 0.1 200 7 0.17547492716126456
0.1 0.9 0.1 200 8 0.030729093286561593
0.1 0.9 0.1 200 9 0.029033827107905807
0.1 0.9 0.1 200 10 0.031033821687623586
0.1 0.9 0.1 200 11 2.2395669265696334
0.1 0.9 0.1 200 12 1.0355616688491072
0.1 0.9 0.1 200 13 1.4610956479118595
0.1 0.9 0.1 200 14 1.0262710599364677
0.1 0.9 0.3 100 0 45.78976037388698
0.1 0.9 0.3 100 1 30.144455268442854
0.1 0.9 0.3 100 2 20.148635709035457
0.1 0.9 0.3 100 3 51.84990546279996
0.1 0.9 0.3 100 4 23.387734314398273
0.1 0.9 0.3 100 5 83.43495965696621
0.1 0.9 0.3 100 6 0.0
0.1 0.9 0.3 100 7 59.93424248239961
0.1 0.9 0.3 100 8 49.238450841537066
0.1 0.9 0.3 100 9 0.0
0.1 0.9 0.3 100 10 47.77106512999305
0.1 0.9 0.3 100 11 1.7763568394002505e-15
0.1 0.9 0.3 100 12 48.11396398573244
0.1 0.9 0.3 100 13 50.19256164235425
0.1 0.9 0.3 100 14 53.531085195356496
0.1 0.9 0.3 200 0 0.03869404152752587
0.1 0.9 0.3 200 1 1.1532710661177799
0.1 0.9 0.3 200 2 1.0395306043737271
0.1 0.9 0.3 200 3 2.1848169947872815
0.1 0.9 0.3 200 4 0.05421226118068034
0.1 0.9 0.3 200 5 0.022122139418264908
0.1 0.9 0.3 200 6 2.0221305152390787
0.1 0.9 0.3 200 7 0.05200790534373745
0.1 0.9 0.3 200 8 0.032899128778142384
0.1 0.9 0.3 200 9 1.0232360521555481
0.1 0.9 0.3 200 10 2.8958008377955764
0.1 0.9 0.3 200 11 2.032501357214583
0.1 0.9 0.3 200 12 0.012157519214035517
0.1 0.9 0.3 200 13 0.013319271830757984
0.1 0.9 0.3 200 14 2.0132918110539766
0.1 0.9 0.5 100 0 52.99204493057852
0.1 0.9 0.5 100 1 44.13376479773046
0.1 0.9 0.5 100 2 29.411458542614614
0.1 0.9 0.5 100 3 104.60615728337689
0.1 0.9 0.5 100 4 87.50123388989823
0.1 0.9 0.5 100 5 73.01454908510335
0.1 0.9 0.5 100 6 48.65062430165756
0.1 0.9 0.5 100 7 0.0
0.1 0.9 0.5 100 8 91.80899531746094
0.1 0.9 0.5 100 9 83.9264712375585
0.1 0.9 0.5 100 10 34.03217808717546
0.1 0.9 0.5 100 11 58.30255454119893
0.1 0.9 0.5 100 12 52.85408365884375
0.1 0.9 0.5 100 13 57.905795911999164
0.1 0.9 0.5 100 14 59.37709832722566
0.1 0.9 0.5 200 0 2.268731640074922
0.1 0.9 0.5 200 1 1.0050209883820749
0.1 0.9 0.5 200 2 0.07935167859202963
0.1 0.9 0.5 200 3 0.09157977128818473
0.1 0.9 0.5 200 4 0.04876594290873015
0.1 0.9 0.5 200 5 0.008791270418877062
0.1 0.9 0.5 200 6 0.2163140758761699
0.1 0.9 0.5 200 7 1.0063984095066978
0.1 0.9 0.5 200 8 0.12231923511373388
0.1 0.9 0.5 200 9 1.0346844166399531
0.1 0.9 0.5 200 10 1.4134085721344185
0.1 0.9 0.5 200 11 1.131494720167817
0.1 0.9 0.5 200 12 0.047019748560739316
0.1 0.9 0.5 200 13 0.016289466703282685
0.1 0.9 0.5 200 14 0.22327455941988106
0.1 0.9 0.7 100 0 41.11882217700307
0.1 0.9 0.7 100 1 67.31018023890802
0.1 0.9 0.7 100 2 47.7520367008681
0.1 0.9 0.7 100 3 55.510079731564645
0.1 0.9 0.7 100 4 64.79039901678392
0.1 0.9 0.7 100 5 29.53068713364451
0.1 0.9 0.7 100 6 84.79646121265218
0.1 0.9 0.7 100 7 121.83034111974398
0.1 0.9 0.7 100 8 46.45087770429835
0.1 0.9 0.7 100 9 25.728999616287368
0.1 0.9 0.7 100 10 40.80045099550596
0.1 0.9 0.7 100 11 38.901154130104956
0.1 0.9 0.7 100 12 42.72982030337981
0.1 0.9 0.7 100 13 0.0
0.1 0.9 0.7 100 14 43.18759161156873
0.1 0.9 0.7 200 0 1.0069218465892966
0.1 0.9 0.7 200 1 0.03660109243075915
0.1 0.9 0.7 200 2 0.019254227303243
0.1 0.9 0.7 200 3 0.006347204291934361
0.1 0.9 0.7 200 4 0.030687607193291555
0.1 0.9 0.7 200 5 1.4278232311259647
0.1 0.9 0.7 200 6 1.0245313999082324
0.1 0.9 0.7 200 7 3.202491968229797
0.1 0.9 0.7 200 8 2.080629737658665
0.1 0.9 0.7 200 9 0.03403630761583898
0.1 0.9 0.7 200 10 1.2161126086858456
0.1 0.9 0.7 200 11 0.01170625501774758
0.1 0.9 0.7 200 12 1.2888177620073655
0.1 0.9 0.7 200 13 1.0423271197039945
0.1 0.9 0.7 200 14 0.01567682693731065
0.1 0.9 0.9 100 0 79.45198310082833
0.1 0.9 0.9 100 1 40.27614400902744
0.1 0.9 0.9 100 2 70.30582548467733
0.1 0.9 0.9 100 3 57.0958532786942
0.1 0.9 0.9 100 4 79.83705773871395
0.1 0.9 0.9 100 5 1.7763568394002505e-15
0.1 0.9 0.9 100 6 27.1534527583424
0.1 0.9 0.9 100 7 79.10540901846728
0.1 0.9 0.9 100 8 85.49715682970862
0.1 0.9 0.9 100 9 35.63984036221371
0.1 0.9 0.9 100 10 97.82216655973106
0.1 0.9 0.9 100 11 64.78451525175973
0.1 0.9 0.9 100 12 24.24968201292544
0.1 0.9 0.9 100 13 41.769867937392924
0.1 0.9 0.9 100 14 51.58796862946798
0.1 0.9 0.9 200 0 2.6493407872080876
0.1 0.9 0.9 200 1 1.0679344927324337
0.1 0.9 0.9 200 2 0.04772524360065589
0.1 0.9 0.9 200 3 0.020086956756454555
0.1 0.9 0.9 200 4 2.106328691794701
0.1 0.9 0.9 200 5 0.8522082065191867
0.1 0.9 0.9 200 6 1.0809867364679882
0.1 0.9 0.9 200 7 0.047060439546680044
0.1 0.9 0.9 200 8 1.5362637872187506
0.1 0.9 0.9 200 9 4.662700258856399
0.1 0.9 0.9 200 10 0.051001747258204944
0.1 0.9 0.9 200 11 2.0501209255065636
0.1 0.9 0.9 200 12 1.1129519541107715
0.1 0.9 0.9 200 13 2.041980973738582
0.1 0.9 0.9 200 14 0.03524085264948695
0.3 0.1 0.1 100 0 0.0
0.3 0.1 0.1 100 1 25.277154235215566
0.3 0.1 0.1 100 2 19.38576992743606
0.3 0.1 0.1 100 3 27.737573964778598
0.3 0.1 0.1 100 4 1.7763568394002505e-15
0.3 0.1 0.1 100 5 0.0
0.3 0.1 0.1 100 6 22.809313840782078
0.3 0.1 0.1 100 7 0.0
0.3 0.1 0.1 100 8 1.7763568394002505e-15
0.3 0.1 0.1 100 9 24.501134455115125
0.3 0.1 0.1 100 10 35.198471987250834
0.3 0.1 0.1 100 11 19.83941908330508
0.3 0.1 0.1 100 12 29.442469352153143
0.3 0.1 0.1 100 13 0.0
0.3 0.1 0.1 100 14 38.19718846894416
0.3 0.1 0.1 200 0 1.0083784137431309
0.3 0.1 0.1 200 1 7.1729397106423676e-06
0.3 0.1 0.1 200 2 9.21120290087174e-05
0.3 0.1 0.1 200 3 1.0259981446006563
0.3 0.1 0.1 200 4 0.00015842367117890888
0.3 0.1 0.1 200 5 3.1063090791150216e-05
0.3 0.1 0.1 200 6 1.0167332118288641
0.3 0.1 0.1 200 7 4.6984190760213096e-08
0.3 0.1 0.1 200 8 1.001161105392132
0.3 0.1 0.1 200 9 9.285580258655557e-05
0.3 0.1 0.1 200 10 0.0005957877827142966
0.3 0.1 0.1 200 11 0.02539325918918145
0.3 0.1 0.1 200 12 0.000527803869371013
0.3 0.1 0.1 200 13 0.000710274777345532
0.3 0.1 0.1 200 14 0.000547793284374265
0.3 0.1 0.3 100 0 26.5228350861635
0.3 0.1 0.3 100 1 13.505362345757455
0.3 0.1 0.3 100 2 11.671918095549248
0.3 0.1 0.3 100 3 34.8573041484661
0.3 0.1 0.3 100 4 1.7763568394002505e-15
0.3 0.1 0.3 100 5 18.202775388688146
0.3 0.1 0.3 100 6 0.0
0.3 0.1 0.3 100 7 76.37075608106227
0.3 0.1 0.3 100 8 21.468348500959785
0.3 0.1 0.3 100 9 48.6682920885926
0.3 0.1 0.3 100 10 85.12258408476808
0.3 0.1 0.3 100 11 31.93842900152007
0.3 0.1 0.3 100 12 0.0
0.3 0.1 0.3 100 13 38.24506997324181
0.3 0.1 0.3 100 14 46.69208483717736
0.3 0.1 0.3 200 0 1.0446758095974022
0.3 0.1 0.3 200 1 1.0162236292360234
0.3 0.1 0.3 200 2 0.0009745761996082791
0.3 0.1 0.3 200 3 2.2165659522170813
0.3 0.1 0.3 200 4 0.001204102027122289
0.3 0.1 0.3 200 5 0.9963842708345236
0.3 0.1 0.3 200 6 0.0023539033224082573
0.3 0.1 0.3 200 7 1.019420870535928
0.3 0.1 0.3 200 8 1.0751621266038285
0.3 0.1 0.3 200 9 0.01092532886731945
0.3 0.1 0.3 200 10 0.0002386594885486204
0.3 0.1 0.3 200 11 0.0002405854205544955
0.3 0.1 0.3 200 12 0.0004771420550770955
0.3 0.1 0.3 200 13 1.03218510017288
0.3 0.1 0.3 200 14 0.00038864346950795436
0.3 0.1 0.5 100 0 39.17858295876016
0.3 0.1 0.5 100 1 63.198373303788514
0.3 0.1 0.5 100 2 89.90477455385977
0.3 0.1 0.5 100 3 38.023211517259014
0.3 0.1 0.5 100 4 31.958929747266584
0.3 0.1 0.5 100 5 41.33991598354983
0.3 0.1 0.5 100 6 31.713612167673162
0.3 0.1 0.5 100 7 46.09459528799916
0.3 0.1 0.5 100 8 27.08511545717027
0.3 0.1 0.5 100 9 0.0
0.3 0.1 0.5 100 10 30.4341229096266
0.3 0.1 0.5 100 11 71.38300293373028
0.3 0.1 0.5 100 12 0.0
0.3 0.1 0.5 100 13 36.21504605010913
0.3 0.1 0.5 100 14 45.84618287405708
0.3 0.1 0.5 200 0 0.06654440619378832
0.3 0.1 0.5 200 1 1.102701864354458
0.3 0.1 0.5 200 2 3.3310854201489857
0.3 0.1 0.5 200 3 0.06789701236355405
0.3 0.1 0.5 200 4 0.015084245554618292
0.3 0.1 0.5 200 5 0.004369737928882955
0.3 0.1 0.5 200 6 0.0060204603139801804
0.3 0.1 0.5 200 7 1.0098659516885657
0.3 0.1 0.5 200 8 0.027544204506421366
0.3 0.1 0.5 200 9 3.1141997526257654
0.3 0.1 0.5 200 10 1.003720906178538
0.3 0.1 0.5 200 11 0.029473019298926317
0.3 0.1 0.5 200 12 0.0011067175086907355
0.3 0.1 0.5 200 13 0.03269808370192173
0.3 0.1 0.5 200 14 0.01707400641764245
0.3 0.1 0.7 100 0 48.803772117669666
0.3 0.1 0.7 100 1 48.08597770272432
0.3 0.1 0.7 100 2 51.14599884314613
0.3 0.1 0.7 100 3 35.416399408605834
0.3 0.1 0.7 100 4 31.691619693866198
0.3 0.1 0.7 100 5 74.64797816444653
0.3 0.1 0.7 100 6 59.64601061309851
0.3 0.1 0.7 100 7 36.883419889689065
0.3 0.1 0.7 100 8 46.505248034204655
0.3 0.1 0.7 100 9 51.77303158536386
0.3 0.1 0.7 100 10 47.53536500634648
0.3 0.1 0.7 100 11 28.821873580788353
0.3 0.1 0.7 100 12 41.16696946805768
0.3 0.1 0.7 100 13 30.63496624132813
0.3 0.1 0.7 100 14 111.35124098210295
0.3 0.1 0.7 200 0 1.0689427767755326
0.3 0.1 0.7 200 1 3.055028385569493
0.3 0.1 0.7 200 2 2.104431694973325
0.3 0.1 0.7 200 3 0.0016153808919519008
0.3 0.1 0.7 200 4 0.04315696668179392
0.3 0.1 0.7 200 5 1.014645368199787
0.3 0.1 0.7 200 6 0.005504089486915831
0.3 0.1 0.7 200 7 0.033406651071581805
0.3 0.1 0.7 200 8 1.0102447981756306
0.3 0.1 0.7 200 9 1.0007966084180424
0.3 0.1 0.7 200 10 0.0036230057472526056
0.3 0.1 0.7 200 11 0.007514941666373787
0.3 0.1 0.7 200 12 0.00435247553336815
0.3 0.1 0.7 200 13 0.00418404551121121
0.3 0.1 0.7 200 14 0.052508973328238895
0.3 0.1 0.9 100 0 56.43859696312459
0.3 0.1 0.9 100 1 35.463014303978895
0.3 0.1 0.9 100 2 68.44169461668992
0.3 0.1 0.9 100 3 28.05715240274727
0.3 0.1 0.9 100 4 42.08017715224236
0.3 0.1 0.9 100 5 40.018808736771376
0.3 0.1 0.9 100 6 0.0
0.3 0.1 0.9 100 7 0.0
0.3 0.1 0.9 100 8 34.824619646614465
0.3 0.1 0.9 100 9 63.45044603763437
0.3 0.1 0.9 100 10 33.6023060375293
0.3 0.1 0.9 100 11 46.849347182277235
0.3 0.1 0.9 100 12 31.206129996692535
0.3 0.1 0.9 100 13 76.58304942342612
0.3 0.1 0.9 100 14 38.92392906926469
0.3 0.1 0.9 200 0 0.019681493324961608
0.3 0.1 0.9 200 1 1.2651320120823488
0.3 0.1 0.9 200 2 0.014350611965422644
0.3 0.1 0.9 200 3 0.046058198221656355
0.3 0.1 0.9 200 4 2.138923211481769
0.3 0.1 0.9 200 5 2.0824422131474734
0.3 0.1 0.9 200 6 2.371982220600472
0.3 0.1 0.9 200 7 0.13350321463792447
0.3 0.1 0.9 200 8 2.181435512810163
0.3 0.1 0.9 200 9 0.03307430919611498
0.3 0.1 0.9 200 10 0.00212466785890264
0.3 0.1 0.9 200 11 1.1691227722032238
0.3 0.1 0.9 200 12 0.17248928865492985
0.3 0.1 0.9 200 13 1.1547456548552013
0.3 0.1 0.9 200 14 0.024009035780888865
0.3 0.3 0.1 100 0 0.0
0.3 0.3 0.1 100 1 0.0
0.3 0.3 0.1 100 2 10.06056282224478
0.3 0.3 0.1 100 3 0.0
0.3 0.3 0.1 100 4 1.7763568394002505e-15
0.3 0.3 0.1 100 5 1.7763568394002505e-15
0.3 0.3 0.1 100 6 88.89829635994901
0.3 0.3 0.1 100 7 43.17990858800911
0.3 0.3 0.1 100 8 3.552713678800501e-15
0.3 0.3 0.1 100 9 0.0
0.3 0.3 0.1 100 10 14.908179297731605
0.3 0.3 0.1 100 11 38.98470085183505
0.3 0.3 0.1 100 12 0.0
0.3 0.3 0.1 100 13 22.855405210584028
0.3 0.3 0.1 100 14 47.431011345691196
0.3 0.3 0.1 200 0 0.0002098758967346015
0.3 0.3 0.1 200 1 0.0007470656341510562
0.3 0.3 0.1 200 2 0.0022877198819681865
0.3 0.3 0.1 200 3 1.4521495398156503e-05
0.3 0.3 0.1 200 4 1.9393827409786013e-05
0.3 0.3 0.1 200 5 0.0011927029974856396
0.3 0.3 0.1 200 6 8.012610830832045e-06
0.3 0.3 0.1 200 7 0.996060431759366
0.3 0.3 0.1 200 8 0.00019736104108503127
0.3 0.3 0.1 200 9 0.001789085144048741
0.3 0.3 0.1 200 10 0.00029226369604806735
0.3 0.3 0.1 200 11 4.0389175069321936e-05
0.3 0.3 0.1 200 12 2.8886667511329733e-06
0.3 0.3 0.1 200 13 1.0434046185479122
0.3 0.3 0.1 200 14 1.0073837617772856
0.3 0.3 0.3 100 0 0.0
0.3 0.3 0.3 100 1 23.132386384545846
0.3 0.3 0.3 100 2 0.0
0.3 0.3 0.3 100 3 39.95429326833918
0.3 0.3 0.3 100 4 1.7763568394002505e-15
0.3 0.3 0.3 100 5 46.09477484577209
0.3 0.3 0.3 100 6 48.288182144847084
0.3 0.3 0.3 100 7 18.50941955003595
0.3 0.3 0.3 100 8 30.84245388347128
0.3 0.3 0.3 100 9 17.877652836216583
0.3 0.3 0.3 100 10 61.608756820138126
0.3 0.3 0.3 100 11 27.262407641817752
0.3 0.3 0.3 100 12 68.68100470479912
0.3 0.3 0.3 100 13 44.2833121166822
0.3 0.3 0.3 100 14 1.7763568394002505e-15
0.3 0.3 0.3 200 0 2.017031990930306
0.3 0.3 0.3 200 1 3.047172535652992
0.3 0.3 0.3 200 2 1.0068732998088166
0.3 0.3 0.3 200 3 1.009784032638903
0.3 0.3 0.3 200 4 0.001191233524167501
0.3 0.3 0.3 200 5 3.6756554899181975
0.3 0.3 0.3 200 6 0.0008258234673768072
0.3 0.3 0.3 200 7 0.00025284695817084923
0.3 0.3 0.3 200 8 0.035115731991114174
0.3 0.3 0.3 200 9 0.0010943349071581565
0.3 0.3 0.3 200 10 22.729711768339676
0.3 0.3 0.3 200 11 1.0258801613076205
0.3 0.3 0.3 200 12 2.0264626307481137
0.3 0.3 0.3 200 13 0.019411236281953848
0.3 0.3 0.3 200 14 0.00033320937791181393
0.3 0.3 0.5 100 0 31.964989789167575
0.3 0.3 0.5 100 1 18.75570176375659
0.3 0.3 0.5 100 2 0.0
0.3 0.3 0.5 100 3 55.030028742322585
0.3 0.3 0.5 100 4 48.43102610671807
0.3 0.3 0.5 100 5 89.86364418274353
0.3 0.3 0.5 100 6 20.74057168183142
0.3 0.3 0.5 100 7 75.97936260483152
0.3 0.3 0.5 100 8 32.945150917486984
0.3 0.3 0.5 100 9 25.301695786848743
0.3 0.3 0.5 100 10 30.792832185588864
0.3 0.3 0.5 100 11 24.353474257236776
0.3 0.3 0.5 100 12 32.2620597750576
0.3 0.3 0.5 100 13 34.9116372039464
0.3 0.3 0.5 100 14 22.56062698375529
0.3 0.3 0.5 200 0 3.205234098258563
0.3 0.3 0.5 200 1 0.0006691192979584315
0.3 0.3 0.5 200 2 0.004890140823549771
0.3 0.3 0.5 200 3 0.00019977422914330134
0.3 0.3 0.5 200 4 0.05223630048675609
0.3 0.3 0.5 200 5 2.0795694735881884
0.3 0.3 0.5 200 6 1.0326900765170262
0.3 0.3 0.5 200 7 17.312388333526616
0.3 0.3 0.5 200 8 1.9964013468301491
0.3 0.3 0.5 200 9 0.0184425771532144
0.3 0.3 0.5 200 10 1.0910014892543103
0.3 0.3 0.5 200 11 1.0069452120565305
0.3 0.3 0.5 200 12 0.0007562011255419776
0.3 0.3 0.5 200 13 1.3411783341339056
0.3 0.3 0.5 200 14 0.0009917314640635055
0.3 0.3 0.7 100 0 68.2348138969636
0.3 0.3 0.7 100 1 44.767773052634475
0.3 0.3 0.7 100 2 0.0
0.3 0.3 0.7 100 3 91.07609378967759
0.3 0.3 0.7 100 4 0.0
0.3 0.3 0.7 100 5 103.58681498500997
0.3 0.3 0.7 100 6 54.13133535882281
0.3 0.3 0.7 100 7 38.59853522029054
0.3 0.3 0.7 100 8 22.335698094449207
0.3 0.3 0.7 100 9 30.09387053342634
0.3 0.3 0.7 100 10 49.46133044830349
0.3 0.3 0.7 100 11 90.42757875890004
0.3 0.3 0.7 100 12 30.647800819722953
0.3 0.3 0.7 100 13 55.59465028534119
0.3 0.3 0.7 100 14 38.82487245981333
0.3 0.3 0.7 200 0 0.10410393761275927
0.3 0.3 0.7 200 1 0.011903208379957064
0.3 0.3 0.7 200 2 0.008582975205161603
0.3 0.3 0.7 200 3 0.01244410319629452
0.3 0.3 0.7 200 4 1.0219044940981963
0.3 0.3 0.7 200 5 1.1005629512363644
0.3 0.3 0.7 200 6 1.085242014185626
0.3 0.3 0.7 200 7 0.02022647302037406
0.3 0.3 0.7 200 8 1.0139584397669523
0.3 0.3 0.7 200 9 1.0556363185855329
0.3 0.3 0.7 200 10 1.4404769489665394
0.3 0.3 0.7 200 11 1.0049109176684414
0.3 0.3 0.7 200 12 1.016046090756598
0.3 0.3 0.7 200 13 0.09399802927715228
0.3 0.3 0.7 200 14 0.032182413716512315
0.3 0.3 0.9 100 0 0.0
0.3 0.3 0.9 100 1 53.57277778271098
0.3 0.3 0.9 100 2 57.316574330997916
0.3 0.3 0.9 100 3 23.983907814856867
0.3 0.3 0.9 100 4 63.35194708122117
0.3 0.3 0.9 100 5 0.0
0.3 0.3 0.9 100 6 40.19745825518304
0.3 0.3 0.9 100 7 44.53898120393151
0.3 0.3 0.9 100 8 62.7057584589443
0.3 0.3 0.9 100 9 7.105427357601002e-15
0.3 0.3 0.9 100 10 43.715495703993824
0.3 0.3 0.9 100 11 78.39622136686903
0.3 0.3 0.9 100 12 54.08372773988427
0.3 0.3 0.9 100 13 38.77991379949868
0.3 0.3 0.9 100 14 0.0
0.3 0.3 0.9 200 0 0.006744525324329231
0.3 0.3 0.9 200 1 1.6580778107173177
0.3 0.3 0.9 200 2 1.046358273506467
0.3 0.3 0.9 200 3 0.13527193708755547
0.3 0.3 0.9 200 4 0.011494026959065096
0.3 0.3 0.9 200 5 0.001389002022619934
0.3 0.3 0.9 200 6 0.041342220531985774
0.3 0.3 0.9 200 7 0.0011948919128563773
0.3 0.3 0.9 200 8 0.0008495076771595222
0.3 0.3 0.9 200 9 2.067833307817109
0.3 0.3 0.9 200 10 0.008589550071690155
0.3 0.3 0.9 200 11 1.0375229870103873
0.3 0.3 0.9 200 12 0.045589186259261893
0.3 0.3 0.9 200 13 0.009069260937389245
0.3 0.3 0.9 200 14 0.2941941090600082
0.3 0.5 0.1 100 0 64.54568935739522
0.3 0.5 0.1 100 1 0.0
0.3 0.5 0.1 100 2 1.7763568394002505e-15
0.3 0.5 0.1 100 3 30.999993001251482
0.3 0.5 0.1 100 4 1.7763568394002505e-15
0.3 0.5 0.1 100 5 61.984951502113944
0.3 0.5 0.1 100 6 61.2256333209105
0.3 0.5 0.1 100 7 47.09744414360383
0.3 0.5 0.1 100 8 24.99146317248445
0.3 0.5 0.1 100 9 41.79924698985403
0.3 0.5 0.1 100 10 48.543565892523105
0.3 0.5 0.1 100 11 0.0
0.3 0.5 0.1 100 12 0.0
0.3 0.5 0.1 100 13 28.366115975547274
0.3 0.5 0.1 100 14 32.850287155138766
0.3 0.5 0.1 200 0 1.1049789511752461
0.3 0.5 0.1 200 1 1.030712684121637
0.3 0.5 0.1 200 2 2.1226321832756856
0.3 0.5 0.1 200 3 1.0087348322365752
0.3 0.5 0.1 200 4 1.001011789904366
0.3 0.5 0.1 200 5 0.00036956274499821973
0.3 0.5 0.1 200 6 0.0023916178648573094
0.3 0.5 0.1 200 7 0.0011024569165609677
0.3 0.5 0.1 200 8 1.009924807798086
0.3 0.5 0.1 200 9 0.02372907460873641
0.3 0.5 0.1 200 10 1.0031223470309545
0.3 0.5 0.1 200 11 2.3729827315577268e-05
0.3 0.5 0.1 200 12 1.0003412699819751
0.3 0.5 0.1 200 13 1.0199113760491958
0.3 0.5 0.1 200 14 0.0004885232516951277
0.3 0.5 0.3 100 0 42.29073276858039
0.3 0.5 0.3 100 1 43.85132801422982
0.3 0.5 0.3 100 2 59.25885004966716
0.3 0.5 0.3 100 3 52.463908323279654
0.3 0.5 0.3 100 4 37.553839612193755
0.3 0.5 0.3 100 5 44.34044778876263
0.3 0.5 0.3 100 6 47.39271503395426
0.3 0.5 0.3 100 7 25.948474743271554
0.3 0.5 0.3 100 8 25.241049284510805
0.3 0.5 0.3 100 9 29.0832422936601
0.3 0.5 0.3 100 10 67.01189837974317
0.3 0.5 0.3 100 11 28.148747317071894
0.3 0.5 0.3 100 12 22.272875623498663
0.3 0.5 0.3 100 13 0.0
0.3 0.5 0.3 100 14 37.357615121161004
0.3 0.5 0.3 200 0 1.0757025501488222
0.3 0.5 0.3 200 1 0.0011823426097272716
0.3 0.5 0.3 200 2 1.9955282804120404
0.3 0.5 0.3 200 3 0.0005826083281874617
0.3 0.5 0.3 200 4 1.0120247951910812
0.3 0.5 0.3 200 5 1.0070143516624217
0.3 0.5 0.3 200 6 0.0075622590736070805
0.3 0.5 0.3 200 7 0.0040115764059525105
0.3 0.5 0.3 200 8 1.0414451336707593
0.3 0.5 0.3 200 9 2.0178182073185127
0.3 0.5 0.3 200 10 0.0035729957354337927
0.3 0.5 0.3 200 11 1.0149345719985892
0.3 0.5 0.3 200 12 0.0009366215524728716
0.3 0.5 0.3 200 13 2.578442757985189
0.3 0.5 0.3 200 14 1.0622955086064572
0.3 0.5 0.5 100 0 41.91217796106914
0.3 0.5 0.5 100 1 0.0
0.3 0.5 0.5 100 2 19.81018959033097
0.3 0.5 0.5 100 3 0.0
0.3 0.5 0.5 100 4 45.667612317281254
0.3 0.5 0.5 100 5 67.46544065784929
0.3 0.5 0.5 100 6 51.582972752395214
0.3 0.5 0.5 100 7 65.99374658163264
0.3 0.5 0.5 100 8 107.4131302406882
0.3 0.5 0.5 100 9 0.0
0.3 0.5 0.5 100 10 29.60579451306569
0.3 0.5 0.5 100 11 63.100024664640415
0.3 0.5 0.5 100 12 0.0
0.3 0.5 0.5 100 13 36.053122839317695
0.3 0.5 0.5 100 14 36.501372121155015
0.3 0.5 0.5 200 0 1.1300691936418854
0.3 0.5 0.5 200 1 0.005764975962218699
0.3 0.5 0.5 200 2 0.006985320060524103
0.3 0.5 0.5 200 3 1.027660841343927
0.3 0.5 0.5 200 4 0.09079146783878755
0.3 0.5 0.5 200 5 1.0703930046855685
0.3 0.5 0.5 200 6 2.306933999581169
0.3 0.5 0.5 200 7 1.0700978014750788
0.3 0.5 0.5 200 8 1.0345247002968065
0.3 0.5 0.5 200 9 0.029310092545014044
0.3 0.5 0.5 200 10 1.0004274294241995
0.3 0.5 0.5 200 11 0.0014877828635651014
0.3 0.5 0.5 200 12 2.072321049099873
0.3 0.5 0.5 200 13 1.019897677843499
0.3 0.5 0.5 200 14 1.3343029151238
0.3 0.5 0.7 100 0 30.143521591457514
0.3 0.5 0.7 100 1 52.82766004375628
0.3 0.5 0.7 100 2 37.827570019982964
0.3 0.5 0.7 100 3 69.60759170614728
0.3 0.5 0.7 100 4 26.134021085482964
0.3 0.5 0.7 100 5 85.22109817292657
