,it,sol
0,0.0,69.5926630562732
1,1.0,24.0424160063631
2,2.0,61.9646022952861
3,3.0,49.129098200619296
4,4.0,53.67430452825223
5,5.0,99.02142707940075
6,6.0,92.80243941693209
7,7.0,321.8539674138206
8,8.0,273.2211814832386
9,9.0,41.86223097249507
10,10.0,223.33725928728532
11,11.0,60.35310127878825
12,12.0,275.5777692139383
13,13.0,256.77865604666164
14,14.0,29.08971071898505
