,it,sol
0,0.0,69.64696230059403
1,1.0,34.82354684698887
2,2.0,33.82858778989558
3,3.0,54.72265736851132
4,4.0,35.818505904082166
5,5.0,61.68734049581175
6,6.0,47.75791346817052
7,7.0,46.762994987403154
8,8.0,55.71763158449998
9,9.0,48.752862449625674
10,10.0,78.60164451183587
11,11.0,36.81343972664193
12,12.0,44.77311726664548
13,13.0,46.763020221936685
14,14.0,33.828587789895586
